REPORT_DAT,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE,day
1/24/18 14:52,DAY,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18013189,397329,136718,1/17/18 18:40,1/17/18 20:00,4
3/30/18 14:25,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18050493,397497,136718,3/30/18 13:31,3/30/18 13:35,6
12/3/17 18:00,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 12TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17208718,397563,136664,12/3/17 15:55,12/3/17 16:00,1
11/1/17 15:51,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 15TH STREET NW,2,207,2,2A,,006202 1,6202,Precinct 2,17401823,397081,136664,10/28/17 23:45,10/28/17 23:50,7
10/4/17 14:51,DAY,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF NEW YORK AVENUE NW,2,207,2,2C,Cluster 8,005800 1,5800,Precinct 129,17172061,397154,136805,10/4/17 12:40,10/4/17 14:01,4
11/11/17 6:01,MIDNIGHT,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17192017,397430,136664,7/3/17 19:12,7/3/17 19:18,2
1/28/18 15:03,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 12TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18015671,397563,136664,1/28/18 13:50,1/28/18 14:03,1
9/5/17 18:18,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 12TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17153888,397563,136664,9/5/17 17:35,9/5/17 18:17,3
1/17/18 16:04,EVENING,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18009063,397430,136664,1/17/18 9:00,1/17/18 15:10,4
1/27/18 19:51,EVENING,THEFT/OTHER,OTHERS,800 - 899 BLOCK OF 15TH STREET NW,2,207,2,2C,Cluster 8,010100 1,10100,Precinct 17,18015242,397081,136991,1/27/18 18:35,1/27/18 19:01,7
1/2/18 15:58,EVENING,THEFT F/AUTO,OTHERS,1500 - 1521 BLOCK OF H STREET NW,2,207,2,2B,Cluster 8,010100 1,10100,Precinct 17,18000837,397017,136929,1/2/18 14:39,1/2/18 15:30,3
1/16/18 21:19,EVENING,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18008646,397226,136542,1/16/18 20:06,1/16/18 20:30,3
10/29/17 14:27,DAY,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17187319,397226,136542,10/28/17 12:20,10/28/17 13:30,7
9/15/17 11:19,DAY,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17160038,397429,136542,9/15/17 8:40,9/15/17 8:50,6
1/26/18 19:55,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18014567,397329,136718,1/26/18 17:28,1/26/18 18:01,6
1/26/18 22:27,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18014735,397328,137053,1/26/18 20:25,1/26/18 22:08,6
9/3/17 14:36,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17152524,397497,136718,9/3/17 12:55,9/3/17 12:57,1
10/16/17 14:54,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17179514,397497,136718,10/16/17 13:47,10/16/17 14:54,2
9/14/17 1:08,MIDNIGHT,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17159196,397430,136664,9/13/17 23:15,9/14/17 0:07,4
11/22/17 6:31,MIDNIGHT,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17200380,397430,136664,11/18/17 21:12,11/18/17 21:19,7
12/11/17 12:45,DAY,ROBBERY,OTHERS,1300 - 1399 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17213192,397328,136611,12/11/17 9:25,12/11/17 12:45,2
11/7/17 12:18,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 12TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17193160,397563,136664,11/7/17 10:30,11/7/17 10:45,3
9/13/17 20:53,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17158891,397430,136664,9/13/17 16:00,9/13/17 16:10,4
12/9/17 21:09,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17212469,397430,136664,12/9/17 20:39,12/9/17 21:08,7
8/20/17 2:57,MIDNIGHT,ROBBERY,OTHERS,1306 - 1399 BLOCK OF H STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,17143651,397302,136928,8/20/17 1:30,8/20/17 1:38,1
8/7/17 12:39,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17135555,397497,136718,8/7/17 11:39,8/7/17 12:39,2
8/27/17 23:31,MIDNIGHT,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF PENNSYLVANIA AVENUE NW,2,207,2,2C,Cluster 8,006202 1,6202,Precinct 129,17148484,397155,136497,8/27/17 16:00,8/27/17 18:40,1
8/15/17 14:37,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17140652,397329,136718,8/15/17 13:37,8/15/17 14:37,3
8/30/17 4:50,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,17149776,397497,136959,8/30/17 2:19,8/30/17 4:50,4
8/24/17 2:48,MIDNIGHT,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF NEW YORK AVENUE NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17145400,397298,136869,8/23/17 1:00,8/23/17 1:30,4
8/26/17 20:00,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 15TH STREET NW,2,207,2,2A,,006202 1,6202,Precinct 2,17147856,397081,136664,8/26/17 19:03,8/26/17 20:00,7
8/11/17 13:50,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17138163,397497,136718,8/11/17 11:57,8/11/17 11:58,6
